function,proof_dir,log_path,run_id,session_path,success,exit_code,duration_sec,compile_success,preflight_error,coverage_path,coverage_overall_percentage,coverage_overall_reachable,coverage_non_harness_percentage,coverage_non_harness_reachable,verification_result_path,verification_error_count,tokens_input,tokens_cached,tokens_output,tokens_reasoning,tokens_total,cost_input,cost_cached,cost_output,cost_reasoning,cost_total
base64_encode_base,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_2/base64_encode_base,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_2/logs/codex_base64_encode_base.log,982218fccd0344d799213c8b961d39ab,/home/dananday/.codex/sessions/2026/02/03/rollout-2026-02-03T23-45-37-019c26f8-60b1-7ee2-b92c-8c0b79083f73.jsonl,True,0,606.8727970123291,True,,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_2/base64_encode_base/build/report/json/viewer-coverage.json,0.9555555555555556,,0.9322033898305084,,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_2/base64_encode_base/build/report/json/viewer-result.json,7,150505,1890048,24196,15424,2080173,0.26338375,0.33075839999999995,0.338744,,0.9328861499999999
gnrc_rpl_srh_process,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_2/gnrc_rpl_srh_process,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_2/logs/codex_gnrc_rpl_srh_process.log,0026946961ba42b0b015dc199009a43e,/home/dananday/.codex/sessions/2026/02/03/rollout-2026-02-03T23-45-37-019c26f8-60a7-7be2-b20e-0cf453235055.jsonl,True,0,984.0767545700073,True,,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_2/gnrc_rpl_srh_process/build/report/json/viewer-coverage.json,1.0,,0.8888888888888888,,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_2/gnrc_rpl_srh_process/build/report/json/viewer-result.json,0,205560,3918720,25505,14400,4164185,0.35973,0.6857759999999999,0.35707,,1.4025759999999998
_gcoap_forward_proxy_copy_options,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/_gcoap_forward_proxy_copy_options,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/logs/codex__gcoap_forward_proxy_copy_options.log,51035d4b49a343948007860dbb3ea54b,/home/dananday/.codex/sessions/2026/02/04/rollout-2026-02-04T10-42-02-019c2951-58cf-71f3-968e-3cfaf9f2402c.jsonl,True,0,333.9695665836334,True,,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/_gcoap_forward_proxy_copy_options/build/report/json/viewer-coverage.json,0.9793103448275862,,0.9444444444444444,,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/_gcoap_forward_proxy_copy_options/build/report/json/viewer-result.json,2,78076,1171456,7596,960,1258088,0.136633,0.2050048,0.10634400000000001,,0.4479818
gnrc_sixlowpan_iphc_recv,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/gnrc_sixlowpan_iphc_recv,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/logs/codex_gnrc_sixlowpan_iphc_recv.log,7b8770bdf1904adfb49fbbb95d27bb3a,/home/dananday/.codex/sessions/2026/02/04/rollout-2026-02-04T10-42-02-019c2951-58cf-7152-b15b-ce9f335ba0d9.jsonl,True,0,2732.198760986328,True,,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/gnrc_sixlowpan_iphc_recv/build/report/json/viewer-coverage.json,0.4449760765550239,,0.3522727272727273,,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/gnrc_sixlowpan_iphc_recv/build/report/json/viewer-result.json,0,164303,6718208,28829,13568,6924908,0.28753025,1.1756863999999998,0.403606,,1.8668226499999998
gnrc_rpl_recv_DAO,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/gnrc_rpl_recv_DAO,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/logs/codex_gnrc_rpl_recv_DAO.log,8cc20d73d8d64fec8bc2dcdf755e4642,/home/dananday/.codex/sessions/2026/02/04/rollout-2026-02-04T10-42-02-019c2951-58d4-7012-b956-40ae919b2170.jsonl,True,0,3343.243588924408,True,,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/gnrc_rpl_recv_DAO/build/report/json/viewer-coverage.json,0.9325842696629213,,0.83203125,,/home/dananday/Research/RIOT/cbmc/CodexUP_RIOT_VulnBranch_3/gnrc_rpl_recv_DAO/build/report/json/viewer-result.json,0,194286,5700608,39105,22080,5956079,0.3400005,0.9976063999999999,0.54747,,1.8850769
